ID	Count	Types	Full text	Languages	MIME types
0943108_Ag_BG_PenchoSlaveykov_LIBVAR_ARTICLE_2014	8951	"TEXT";	"true";"false";	"bg";	"application/pdf";
0943109_Ag_BG_PenchoSlaveykov_LIBVAR_ADVERT_2014	2257	"TEXT";	"true";"false";	"bg";	"application/pdf";
0943110_Ag_BG_PenchoSlaveykov_LIBVAR_ARTICLE_2015	5498	"TEXT";	"true";"false";	"bg";	"application/pdf";
0943111_Ag_BG_PenchoSlaveykov_LIBVAR_ADVERT_2015	1259	"TEXT";	"true";"false";	"bg";	"application/pdf";
0943112_Ag_BG_MUSSTZ:3D_2015	4	"3D";	"false";	"bg";	
0943113_Ag_BG_LIBRUSE:PHOTO_2015	634	"IMAGE";	"false";	"bg";	
0943114_Ag_BG_LIBHASKOVO:PHOTO_2015	146	"IMAGE";	"false";	"bg";	"image/jpeg";
0943115_Ag_LIBRODINA:ARTICLE_2015	6	"TEXT";	"false";	"bg";	"image/jpeg";
09701_L_IE_IVRLA_Beranger_ese	43	"IMAGE";	"false";	"mul";	
09702_L_IE_IVRLA_Boehm_ese	19	"TEXT";"IMAGE";	"false";	"mul";	
09705_L_IE_IVRLA_Folklore_Photos_ese	402	"IMAGE";	"false";	"mul";	
09707_L_IE_IVRLA_MichaelCollins_ese	68	"TEXT";"IMAGE";	"false";	"mul";	
09708_L_IE_IVRLA_Monograph_collection_ese	1	"TEXT";	"false";	"mul";	
09709_L_IE_IVRLA_OCurry_ese	158	"TEXT";	"false";	"mul";	
09710_L_IE_IVRLA_Odonovan_Reeves_ese	106	"TEXT";	"false";	"mul";	
